id,x,y,timezn_cd,m00,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,f00,f10,f15,f20,f25,f30,f35,f40,f45,f50,f55,f60,f65,f70,total,admi_cd,etl_ymd
85867493,454402,467593,20,1.26,3.51,3.51,2.9,5.34,4.22,4.12,5.62,5.72,5.34,4.26,2.34,1.17,1.41,1.55,3.84,2.06,3.79,4.03,2.48,3.89,6.51,6.75,6.09,3.37,2.48,1.5,1.18,100.24,47210620,20230823
85928441,454652,467743,21,1.43,3.36,2.35,3.12,5.61,5.13,4.12,5.23,6.0,6.04,4.51,2.45,1.39,1.68,1.54,3.79,2.01,4.17,4.46,3.21,3.69,5.9,6.33,6.04,3.36,2.69,1.34,1.29,102.24,47210620,20230829
86038184,455102,469843,9,0.87,1.27,2.74,1.47,3.61,3.14,2.54,3.68,4.34,5.28,5.35,5.75,3.74,9.02,0.94,3.21,3.01,2.41,3.07,2.07,1.74,4.08,5.61,5.68,5.41,5.41,5.15,6.96,107.55,47210550,20230823
86038184,455102,469843,15,1.14,1.27,3.41,2.01,3.61,2.34,3.74,4.48,5.61,6.82,7.09,5.35,3.74,7.56,0.4,2.14,2.67,2.81,3.41,2.01,2.41,4.34,5.01,6.02,5.95,6.22,4.68,6.49,112.73,47210550,20230823
86038184,455102,469843,19,0.8,2.07,4.41,3.28,2.61,2.61,2.74,3.28,4.41,7.49,5.28,6.35,5.01,7.15,0.67,1.74,3.34,1.74,1.81,1.87,2.41,3.34,3.41,5.55,5.55,5.95,6.15,6.82,107.84,47210550,20230825
86269750,456052,468593,23,0.63,1.26,4.22,3.16,6.11,4.43,3.37,7.17,7.59,14.12,14.75,11.59,13.49,17.69,0.21,2.32,4.43,4.22,5.48,1.69,2.95,4.64,9.91,10.54,9.69,14.75,12.65,18.35,211.41,47210610,20230814
86281938,456102,468543,16,1.94,2.67,8.25,3.88,9.22,4.61,2.91,7.28,12.37,16.74,18.92,16.01,16.49,22.07,1.21,2.43,4.12,4.37,9.7,1.94,4.37,7.28,12.86,15.04,16.25,15.77,14.8,22.07,275.57,47210610,20230827
86294127,456152,468543,8,0.61,1.22,2.64,4.07,5.08,3.86,4.47,7.12,9.76,17.9,14.03,10.17,8.54,14.44,0.41,1.83,3.05,3.46,3.46,2.64,2.24,5.08,8.34,8.14,10.17,10.78,6.92,11.8,182.23,47210610,20230807
86294129,456152,468643,8,0.84,1.11,2.51,2.51,7.8,7.8,5.29,10.59,11.98,21.73,22.29,17.56,14.49,16.72,1.12,1.11,6.97,5.02,5.29,1.95,2.79,6.13,11.7,13.1,9.75,18.95,12.54,18.11,257.75,47210610,20230816
86294129,456152,468643,11,2.79,3.63,4.19,6.7,8.1,6.98,7.26,12.01,13.68,20.1,24.29,18.71,14.8,20.93,3.07,5.58,7.26,5.03,6.7,3.91,5.03,7.54,17.87,14.8,15.08,15.92,20.1,24.29,316.35,47210610,20230824
